id,rating_author,rating_date,tweet_id,tweet_author,is_spam,topic,shares_author,rhetoric,uses_method,uses_data,uses_conclusions
372,mfenner,01/05/12,123106848801959937,cellbiologynews,false,Medicine &amp; Health,false,discusses,false,false,true
373,mfenner,12/27/11,127406943424880640,genentechnews,false,,false,discusses,false,false,true
374,mfenner,12/27/11,127289340568141824,XMRV_GA,false,,false,agreesWith,false,false,false
375,mfenner,01/05/12,122430020038828032,hslowerbackpain,false,Medicine &amp; Health,false,discusses,false,false,true
376,mfenner,01/05/12,120249370024230912,mmykim,false,Medicine &amp; Health,false,agreesWith,false,false,true
377,mfenner,12/27/11,129156661490360320,NeurologieNoord,false,,false,discusses,false,false,true
378,mfenner,12/27/11,128946445935050752,LaraPizzorno,false,,false,discusses,false,false,true
379,mfenner,12/27/11,123398414644944896,ozgunemrecan,false,,false,discusses,false,false,false
380,EvaAlisic,12/28/11,123314681032081408,fetopen,false,,false,discusses,false,false,false
381,EvaAlisic,12/28/11,128824263124856832,K_Sugimoto_Lab,false,,false,discusses,false,false,false
382,EvaAlisic,12/28/11,124408034792452096,JCPjrnl_online,false,,true,discusses,false,false,false
383,EvaAlisic,12/28/11,124893060361486336,meta_physik,false,,false,discusses,false,false,false
384,EvaAlisic,12/28/11,129523190153232385,robbouk9,false,,false,discusses,false,false,false
385,EvaAlisic,12/28/11,130772710832869378,nanoluis_bastos,false,,false,discusses,false,false,false
386,EvaAlisic,12/28/11,126821388265865216,WileyCompSci,false,,true,discusses,false,false,false
387,EvaAlisic,12/28/11,122952403636068352,transcurve,false,,false,discusses,false,false,false
388,EvaAlisic,12/28/11,130037690006646787,ge_parada,false,,false,discusses,false,false,false
389,EvaAlisic,12/28/11,124167772258320384,rogerdjones1,false,,false,discusses,false,false,false
390,EvaAlisic,12/28/11,122365987860389888,zajel_bh,false,,false,discusses,false,false,false
391,EvaAlisic,12/28/11,124580427359993856,testfirst,false,,false,discusses,false,false,true
392,EvaAlisic,12/28/11,122274383917088768,leoadramos,false,,false,discusses,false,false,false
393,EvaAlisic,12/28/11,124792507723812864,samjnorton,false,,false,discusses,false,false,false
394,EvaAlisic,12/28/11,127113971630219264,ImmuneDude,false,,false,discusses,false,false,true
395,EvaAlisic,12/28/11,127929391773777921,erptc,false,,false,discusses,false,false,false
396,EvaAlisic,12/28/11,126108976902451200,mariapage,false,,false,discusses,false,false,false
397,EvaAlisic,12/28/11,124040180725334017,prabprab,false,,false,agreesWith,false,false,true
398,EvaAlisic,12/28/11,125127291666833410,proofreadinguk,false,,false,discusses,false,false,false
399,EvaAlisic,12/28/11,129632234297761792,Routledge_PHSC,false,,true,discusses,false,false,false
400,EvaAlisic,12/28/11,122381281395875842,denisegilmartin,false,,false,discusses,false,false,false
401,EvaAlisic,12/28/11,124032286021787648,timgluz,false,,false,discusses,false,false,false
402,EvaAlisic,12/28/11,126266800508899328,HayesHealthNews,false,,false,discusses,false,false,true
403,EvaAlisic,12/28/11,122334928095559680,LasVegasSkin,false,,false,discusses,false,false,false
404,EvaAlisic,12/28/11,125969805911138304,jrmoss55,false,,false,discusses,false,false,false
405,EvaAlisic,12/28/11,122244792162844672,pregnancyissues,false,,false,discusses,true,false,false
406,EvaAlisic,12/28/11,122270223641493504,14febrevolution,false,,false,discusses,false,false,false
407,EvaAlisic,12/28/11,129526516437622784,ShockJournal,false,,true,discusses,false,false,false
408,EvaAlisic,12/28/11,127384809742934016,emilymbadger,false,,false,discusses,false,false,true
409,EvaAlisic,12/28/11,128745983793311745,psychmag,false,,true,discusses,false,false,false
410,EvaAlisic,12/28/11,129133428837842944,mlalanda,false,,false,discusses,false,false,false
411,EvaAlisic,12/28/11,122254520486076416,scicom_bot,false,,false,discusses,false,false,false
412,EvaAlisic,12/28/11,126354401798520832,GreenJournal,false,,true,discusses,false,false,false
413,EvaAlisic,12/28/11,128020601557364736,Graham_Kendall,false,,true,discusses,false,false,false
414,mfenner,12/28/11,125235176908390401,gregory011,false,,false,discusses,false,false,false
415,mfenner,01/05/12,127198466089816064,cbjones1943,false,Life Sciences,false,discusses,false,false,false
416,mfenner,01/05/12,120298593801351168,rustlingmama,false,Medicine &amp; Health,false,discusses,false,false,true
417,mfenner,12/29/11,121715602267189248,principevlad201,false,,false,discusses,false,false,true
418,mfenner,12/29/11,124219177748791297,JONAonline,false,,true,discusses,false,false,false
419,mfenner,01/05/12,127813378491170817,CoachCampbell,false,Medicine &amp; Health,false,discusses,false,false,true
420,mfenner,12/29/11,130370000597946368,dfjpt,false,,false,discusses,false,true,false
421,mfenner,01/06/12,129632234297761792,Routledge_PHSC,false,Social Sciences &amp; Economics,false,discusses,false,false,false
422,GinnyBarbour,12/31/11,125926970205802496,Journalologist,false,,false,discusses,false,false,false
423,GinnyBarbour,12/31/11,123159607156809728,ncdchild,false,,false,discusses,false,false,false
424,GinnyBarbour,12/31/11,125936642077888512,medlinksolution,false,,false,discusses,false,false,false
425,GinnyBarbour,12/31/11,125953970152808449,DrVes,false,,false,discusses,false,false,false
426,GinnyBarbour,12/31/11,128262940745932802,skonkiel,false,,false,discusses,false,false,false
427,GinnyBarbour,12/31/11,129016628007542784,pvo1reuma,false,,false,agreesWith,false,false,false
428,GinnyBarbour,12/31/11,122144513031544832,sagrudd,false,,false,discusses,false,false,false
429,GinnyBarbour,12/31/11,123509155892957184,kcarlbot,false,,false,discusses,false,false,false
430,GinnyBarbour,12/31/11,125380583919583232,ariaguideline,false,,false,discusses,false,false,false
431,GinnyBarbour,12/31/11,125755597332287490,PopiSunga,false,,false,agreesWith,false,false,false
432,GinnyBarbour,12/31/11,129447135002378240,ZuhaiRaliAlhaG,false,,false,agreesWith,false,false,false
433,GinnyBarbour,12/31/11,125700102672236545,megasimplediet,false,,false,discusses,false,false,false
434,GinnyBarbour,12/31/11,126860088936902656,pristinepeak,false,,false,discusses,false,false,false
435,GinnyBarbour,12/31/11,124534846965030912,_josh_cox_,false,,false,discusses,false,false,false
436,GinnyBarbour,12/31/11,124016535449767936,ibis_journal,false,,true,discusses,false,false,false
437,GinnyBarbour,12/31/11,124114860651986945,azhoka77,true,,false,discusses,false,false,false
438,GinnyBarbour,12/31/11,127417111915143169,BrownJosephW,false,,false,agreesWith,false,false,false
439,GinnyBarbour,12/31/11,128655160951046144,luna12780,false,,false,discusses,false,false,false
440,GinnyBarbour,12/31/11,125327035064258560,JofOrthoTrauma,false,,true,discusses,false,false,false
441,GinnyBarbour,12/31/11,121140310570041344,mariapage,false,,false,discusses,false,false,false
442,kristiholmes,12/31/11,129628694670082048,Undertow851RSS,false,,false,discusses,false,false,false
443,kristiholmes,12/31/11,129139123658297344,moebius31,false,,false,discusses,false,false,false
444,kristiholmes,12/31/11,129387286218551298,YaenoT,false,,false,discusses,false,false,true
445,kristiholmes,12/31/11,123738964095016962,Raymondgho,false,,false,discusses,false,false,false
446,kristiholmes,12/31/11,126975209487073280,AnestesiaF,false,,false,discusses,false,false,false
447,mfenner,12/31/11,128117249151221760,Parasite_Host,false,,false,discusses,false,false,false
448,mfenner,12/31/11,126354401798520832,GreenJournal,false,,false,discusses,false,false,false
449,mfenner,12/31/11,129697052643950592,tdevaul,false,,false,discusses,false,false,true
450,mfenner,01/05/12,126266800508899328,HayesHealthNews,false,Medicine &amp; Health,false,discusses,false,false,true
451,mfenner,12/31/11,127293974187741184,CVgeneeskunde,false,,false,discusses,false,true,false
452,mfenner,01/05/12,124551051222327296,Montagist,false,Medicine &amp; Health,false,discusses,false,false,false
453,mfenner,01/05/12,123498443741208576,anaisaflores,false,Social Sciences &amp; Economics,false,discusses,false,false,false
454,mfenner,12/31/11,129418155507453952,BraveNewClimate,false,,false,discusses,false,true,false
455,mfenner,01/05/12,129936328929460224,RogerDJones1,false,Medicine &amp; Health,false,discusses,false,false,true
456,mfenner,01/05/12,125953970152808449,DrVes,false,Medicine &amp; Health,false,discusses,false,false,true
457,mfenner,12/31/11,124792507723812864,samjnorton,false,,false,discusses,false,false,false
458,mfenner,01/05/12,123050740833992704,srisatish,false,Medicine &amp; Health,false,disagreesWith,true,false,false
459,mfenner,01/05/12,122330751348908032,thomasichim,false,Medicine &amp; Health,false,agreesWith,false,false,true
460,mfenner,01/05/12,125239214462877697,antrocomonlus,false,Life Sciences,false,discusses,false,false,false
461,mfenner,01/06/12,127372358959898624,Surglap,false,Medicine &amp; Health,false,discusses,false,false,false
462,mfenner,01/05/12,125056492515770368,psychepi,false,Medicine &amp; Health,false,disagreesWith,true,false,false
463,mfenner,12/31/11,126779069487525888,VicLJ,false,,false,discusses,false,false,true
464,mfenner,12/31/11,124510939117662208,amilli6,false,,false,discusses,false,false,false
465,mfenner,01/05/12,129921385035350016,smalljournal,false,Physics &amp; Astronomy,true,discusses,true,false,false
466,mfenner,12/31/11,126462604834119680,lunge_zh,false,,false,discusses,false,false,false
467,GinnyBarbour,01/01/12,121225356194746368,jpjsavage,false,,false,discusses,false,false,false
468,GinnyBarbour,01/01/12,128870577468481536,brain_spine,false,,false,discusses,false,false,false
469,GinnyBarbour,01/01/12,123456276360462336,JCATonline,false,,true,discusses,false,false,false
470,GinnyBarbour,01/01/12,126760973800443904,555CaliforniaSt,false,,false,discusses,false,false,false
471,GinnyBarbour,01/01/12,126728216835661824,lizabio,false,,true,discusses,false,false,false
472,GinnyBarbour,01/01/12,128137382204682240,micro_biome,false,,false,discusses,false,false,false
473,GinnyBarbour,01/01/12,122357558135619584,ebnursingbmj,false,,true,discusses,false,false,false
474,Stew,01/01/12,125056492515770368,psychepi,false,,false,disagreesWith,false,false,false
475,Stew,01/01/12,122330751348908032,thomasichim,false,,false,discusses,false,false,true
476,Stew,01/01/12,126779069487525888,VicLJ,false,,false,discusses,false,false,true
477,Stew,01/01/12,124510939117662208,amilli6,false,,false,discusses,false,false,false
478,Stew,01/01/12,125239214462877697,antrocomonlus,false,,false,discusses,false,false,false
479,Stew,01/01/12,127372358959898624,Surglap,false,,false,discusses,false,false,false
480,Stew,01/01/12,122612254867861504,couragebuilder,false,,false,discusses,false,false,false
481,Stew,01/01/12,123050740833992704,srisatish,false,,false,disagreesWith,true,false,false
482,Stew,01/01/12,121923491221082112,razz0r,false,,false,discusses,false,false,false
483,Stew,01/01/12,129921385035350016,smalljournal,false,,true,discusses,false,false,false
484,Stew,01/01/12,125953970152808449,DrVes,false,,false,discusses,false,false,true
485,Stew,01/01/12,129936328929460224,RogerDJones1,false,,false,discusses,false,false,true
486,Stew,01/01/12,129418155507453952,BraveNewClimate,false,,false,discusses,false,false,true
487,Stew,01/01/12,123498443741208576,anaisaflores,false,,false,discusses,false,false,false
488,Stew,01/01/12,126055513476706305,helena_vidaurri,false,,false,discusses,false,false,true
489,Stew,01/01/12,127293974187741184,CVgeneeskunde,false,,false,discusses,false,true,false
490,Stew,01/01/12,126266800508899328,HayesHealthNews,false,,false,discusses,false,true,false
491,Stew,01/01/12,123398414644944896,ozgunemrecan,false,,false,discusses,false,false,false
492,Stew,01/01/12,129697052643950592,tdevaul,false,,false,discusses,false,false,false
493,Stew,01/01/12,128117249151221760,Parasite_Host,false,,false,discusses,false,false,false
494,Stew,01/01/12,127250885893029889,_skyl,false,,false,agreesWith,false,true,false
495,Stew,01/01/12,126462604834119680,lunge_zh,false,,false,discusses,false,false,false
496,Stew,01/01/12,120933285873463297,sophs37,false,,false,discusses,false,false,false
497,Stew,01/01/12,121177812936822784,hlth_literacy,false,,false,discusses,false,false,false
498,Stew,01/01/12,124669047408308224,couragebuilder,false,,false,discusses,false,false,false
499,Stew,01/01/12,124534846965030912,_josh_cox_,false,,false,discusses,false,false,false
500,Stew,01/01/12,121633960089489408,rblumel,false,,false,agreesWith,false,false,true
501,Stew,01/01/12,129252594806824963,GenomicsIo,false,,false,agreesWith,false,false,false
502,Stew,01/01/12,121887543791857664,rafaelmorales53,false,,false,discusses,false,false,true
503,Stew,01/01/12,126673388201721857,m_m_campbell,false,,false,discusses,false,false,true
504,Stew,01/01/12,124280223570214912,wileyenergy,false,,true,discusses,false,false,false
505,Stew,01/01/12,122270223641493504,14febrevolution,false,,false,discusses,false,false,false
506,Stew,01/01/12,123812468089819137,mittpss,false,,false,discusses,false,false,false
507,Stew,01/01/12,128941200509108224,DrSusanneFarwer,false,,false,discusses,false,false,false
508,Stew,01/01/12,120943709457096704,jennifernuzzo,false,,false,discusses,false,false,true
509,Stew,01/01/12,123522218092265472,CardiologiaF,false,,false,discusses,false,false,false
510,Stew,01/01/12,127098007782035456,TAWOP,false,,false,discusses,false,false,false
511,Stew,01/01/12,123890483129880577,rogerdjones1,false,,false,discusses,false,false,true
512,Stew,01/01/12,128083840106369024,EsdeGroot,false,,false,discusses,false,false,true
513,Stew,01/01/12,121526759589023745,anxietynews,false,,false,discusses,false,false,false
514,Stew,01/01/12,128836845957169153,mjpallen,false,,false,discusses,false,false,false
515,Stew,01/01/12,129390712356749312,ChristosArgyrop,false,,false,discusses,false,false,false
516,Stew,01/01/12,123289316381294593,markgreene74,false,,false,discusses,false,false,false
517,Stew,01/01/12,124796611044978688,why_we_do_that,false,,false,discusses,false,false,false
518,Stew,01/01/12,121927974567149569,chadthomasmp,false,,false,discusses,false,false,true
519,Stew,01/01/12,120095393110437888,langermarkus,false,,false,discusses,false,false,false
520,Stew,01/01/12,124022673079676928,josebengoechea,false,,false,discusses,false,true,false
521,Stew,01/01/12,123228808714264576,JDBP_online,false,,false,discusses,false,false,false
522,Stew,01/01/12,129424789956853760,ttphobia,false,,false,discusses,false,false,true
523,Stew,01/01/12,124798836815310848,esratubamutlu,false,,false,discusses,false,false,false
524,Stew,01/01/12,123507227209383936,enthouse,false,,false,disagreesWith,false,false,true
525,Stew,01/01/12,127814480355790848,talulinha,false,,false,discusses,false,false,false
526,Stew,01/01/12,128501196238503936,Why_We_Do_That,false,,false,discusses,false,false,false
527,Stew,01/01/12,126443022689910784,UrbanFarminGirl,false,,true,discusses,false,false,false
528,Stew,01/01/12,122115416830128128,cordovaresearch,false,,false,discusses,false,false,false
529,Stew,01/01/12,124328837969477633,juancivancevich,false,,false,discusses,false,false,false
530,Stew,01/01/12,124522405245882368,promega,false,,false,discusses,false,false,false
531,Stew,01/01/12,125600317873197056,tiempoasm,false,,false,discusses,false,false,false
532,Stew,01/01/12,127929380705017856,eastriverrunner,false,,false,discusses,false,false,false
533,Stew,01/01/12,124421269444763648,mabur,false,,false,discusses,true,false,false
534,Stew,01/01/12,124839266214887424,rons_rov_links,false,,false,discusses,false,false,false
535,Stew,01/01/12,128933483765702656,SeifBourogaa,false,,false,discusses,false,false,false
536,Stew,01/01/12,128580816522575872,marchenina,false,,false,discusses,false,false,false
537,Stew,01/01/12,127706456094027776,nil_by,false,,false,discusses,false,false,true
538,Stew,01/01/12,123577727503699969,blackphysicists,false,,false,discusses,false,false,false
539,Stew,01/01/12,124365778433740801,drkimholt,false,,false,agreesWith,false,false,false
540,Stew,01/01/12,128874792681082880,edbites,false,,false,discusses,false,false,false
541,Stew,01/01/12,126413440066662400,bankstowngp,false,,false,discusses,false,false,false
542,Stew,01/01/12,126689210534076418,Mike_Az44,false,,false,discusses,false,false,false
543,Stew,01/01/12,121198060889063424,lbxat,false,,false,discusses,false,false,false
544,Stew,01/01/12,123759826126913537,satan_from_hell,false,,false,discusses,false,false,false
545,Stew,01/01/12,122841471865991170,CardiologiaF,false,,false,discusses,false,false,false
546,Stew,01/01/12,126767659076435970,ovicornel,false,,false,discusses,false,false,false
547,Stew,01/01/12,129252414321721344,FabyJimenezR,false,,false,discusses,false,false,false
548,Stew,01/01/12,129424448095911936,_medjournal,false,,false,discusses,false,false,false
549,Stew,01/01/12,129628778157719552,topbiopapers,false,,false,discusses,false,false,false
550,Stew,01/01/12,125465158314233856,ndenk_renny,false,,false,discusses,false,false,false
551,Stew,01/01/12,127265559522979840,Botanical_,false,,false,discusses,false,false,false
552,Stew,01/01/12,127370386802352130,sraosha,false,,false,discusses,false,false,true
553,Stew,01/01/12,125576750817214464,MicrobiologyNet,false,,false,discusses,false,false,false
554,Stew,01/01/12,123836568493490176,ericmjohnson,false,,false,discusses,false,false,false
555,Stew,01/01/12,129876588341899264,CECLibrary,false,,false,discusses,false,false,false
556,Stew,01/01/12,128062959892185089,DanAltic,false,,false,discusses,false,false,false
557,Stew,01/01/12,128140668928405504,prince_hakeeem,false,,false,discusses,false,false,false
558,Stew,01/01/12,123665011288702976,lstmjournals,false,,false,discusses,false,false,false
559,Stew,01/01/12,127033515819794432,gwbled,false,,false,discusses,false,false,false
560,Stew,01/01/12,126988033441538048,ThePostsynaptic,false,,false,discusses,false,false,false
561,Stew,01/01/12,122298903289790464,competia,false,,false,discusses,false,false,false
562,Stew,01/01/12,125205352898768896,alitimumab,false,,false,discusses,false,false,false
563,Stew,01/01/12,125670453875458048,SocLatAlergia,false,,false,discusses,false,false,false
564,Stew,01/01/12,126321897418932224,CellLine2012,false,,false,discusses,false,false,false
565,Stew,01/01/12,127703821676838912,GreenGuideUK,false,,false,discusses,false,false,false
566,Stew,01/01/12,121204591512662016,peteharlan,false,,false,discusses,false,false,false
567,Stew,01/01/12,128028520977932289,bedlamfury,false,,false,discusses,false,false,false
568,Stew,01/01/12,125602285396049921,rrvaughan05,false,,false,discusses,false,false,false
569,Stew,01/01/12,123788395242725377,domkane,false,,false,discusses,false,false,true
570,Stew,01/01/12,128477064511766529,zuluagajorge,false,,false,discusses,false,false,false
571,Stew,01/01/12,124082377143230464,alexandrend,false,,false,discusses,false,false,false
572,Stew,01/01/12,122334865185181697,jenarofv_md,false,,false,discusses,false,false,false
573,Stew,01/01/12,123506007526744064,hep_info,false,,false,discusses,false,false,false
574,Stew,01/01/12,127360602371915776,speechieLO,false,,false,discusses,false,false,false
575,Stew,01/01/12,125856062099292161,ayeimanol,false,,false,discusses,false,false,false
576,Stew,01/01/12,129902996606816256,ccace_andy,false,,false,discusses,false,false,false
577,Stew,01/01/12,121352659147034624,pristinepeak,false,,false,discusses,false,false,false
578,Stew,01/01/12,128210290918694912,stopbackache,false,,false,discusses,false,false,false
579,Stew,01/01/12,127596771949031425,toxipal,false,,false,discusses,false,false,false
580,Stew,01/01/12,125208717930151936,medieduc,false,,false,discusses,false,false,false
581,Stew,01/01/12,123575132852731906,walker_md,false,,false,discusses,false,false,true
582,Stew,01/01/12,126640959332159488,Thafstad,false,,false,discusses,false,false,false
583,Stew,01/01/12,127528565657964544,ReadSLL,false,,false,discusses,false,false,false
584,Stew,01/01/12,126390507617255424,ArgosNeurosci,false,,false,discusses,false,false,false
585,Stew,01/01/12,127338626722959360,fibroaction,false,,false,discusses,false,false,false
586,Stew,01/01/12,126987447002341376,Risalavizzo,false,,false,discusses,false,false,true
587,Stew,01/01/12,124124113945112576,ISS_DietarySupp,false,,false,discusses,false,false,false
588,Stew,01/01/12,125323651099795456,hotzkotz,false,,false,discusses,false,false,false
589,Stew,01/01/12,128529951589797888,tcellbiology,false,,false,discusses,false,false,false
590,Stew,01/01/12,127392196075859969,MartinFelixR,false,,false,discusses,false,false,false
591,Elissa_Malcohn,01/01/12,127397326313627648,GaBioscience,false,,false,discusses,false,false,false
592,Elissa_Malcohn,01/01/12,123547877602639872,GinaSelir,false,,false,discusses,false,false,false
593,Elissa_Malcohn,01/01/12,129548831242199040,allison_lang,false,,false,agreesWith,false,false,false
594,Elissa_Malcohn,01/01/12,121526743575175168,anxietynews,false,,false,discusses,false,false,false
595,Elissa_Malcohn,01/01/12,128801895656587264,MichaelMDowling,false,,false,discusses,false,false,false
596,Elissa_Malcohn,01/01/12,121323728276701184,hlth_literacy,false,,false,discusses,false,false,false
597,Elissa_Malcohn,01/01/12,127127040225837056,HIV_Insight,false,,false,discusses,false,false,false
598,Elissa_Malcohn,01/01/12,128091457969074177,_medjournal,false,,false,discusses,false,false,false
599,Elissa_Malcohn,01/01/12,125152020972830720,anestesiaf,false,,false,discusses,false,false,false
600,Elissa_Malcohn,01/01/12,124887113249464320,craigharper19,false,,false,discusses,false,false,false
601,Elissa_Malcohn,01/01/12,126618815126716416,AfricaDoctors,false,,false,discusses,false,false,false
602,Elissa_Malcohn,01/01/12,123456473366933505,ppgeufpb_,false,,false,discusses,false,false,false
603,Elissa_Malcohn,01/01/12,124731489626763264,mariejhill,false,,false,discusses,false,false,false
604,Elissa_Malcohn,01/01/12,121237741840252928,jack_cmh,false,,false,discusses,false,false,false
605,Elissa_Malcohn,01/01/12,123516255733944320,EngsoYouth,false,,false,discusses,false,false,false
606,skairam,01/01/12,126144363154780161,UNMCogNeuro,false,,false,discusses,false,false,true
607,skairam,01/01/12,124328837969477633,juancivancevich,false,,false,discusses,false,false,false
608,Stew,01/02/12,129548831242199040,allison_lang,false,,false,discusses,false,false,false
609,Stew,01/02/12,125949455211044864,notimetoteach,false,,false,discusses,false,false,false
610,phylogenomics,01/02/12,126673388201721857,m_m_campbell,false,,false,discusses,false,false,false
611,phylogenomics,01/02/12,129823048055533568,rickabbgotit,false,,false,discusses,false,false,false
612,e__mendenhall,01/02/12,126055513476706305,helena_vidaurri,false,,false,discusses,false,false,true
613,mfenner,01/05/12,128985905376673793,trgearhart,false,Medicine &amp; Health,false,discusses,false,false,false
614,mfenner,01/05/12,128979997804343296,ARIAGuideline,false,Medicine &amp; Health,false,discusses,false,false,false
615,mfenner,01/02/12,123359874137600000,age_and_ageing,false,,true,discusses,false,false,false
616,mfenner,01/05/12,128870577468481536,brain_spine,false,Earth Sciences,false,discusses,false,false,false
617,mfenner,01/05/12,122144513031544832,sagrudd,false,Life Sciences,false,discusses,true,false,false
618,mfenner,01/05/12,122274383917088768,leoadramos,false,Medicine &amp; Health,false,discusses,true,false,false
619,mfenner,01/02/12,122381281395875842,denisegilmartin,false,,false,discusses,false,false,false
620,mfenner,01/05/12,128937495944626176,CEP_Rachel,false,Social Sciences &amp; Economics,false,discusses,false,false,false
621,mfenner,01/02/12,128874792681082880,edbites,false,,false,discusses,false,false,false
622,mfenner,01/02/12,128863061745475586,pabigui,false,,false,agreesWith,false,false,false
623,mfenner,01/05/12,123040246341439488,julietalionetti,false,Physics &amp; Astronomy,false,discusses,false,true,false
624,mfenner,01/02/12,128241606510903296,MorelandHall,false,,false,agreesWith,false,false,false
625,mfenner,01/05/12,127751880137908225,pritichilhal,false,Medicine &amp; Health,false,discusses,false,false,false
626,mfenner,01/05/12,128210290918694912,stopbackache,false,Medicine &amp; Health,false,discusses,false,false,true
627,mfenner,01/05/12,121341877550186496,fiainros,false,Life Sciences,false,discusses,true,false,false
628,mfenner,01/03/12,123351081983033344,biochemnews,false,,false,agreesWith,false,false,true
629,mfenner,01/03/12,126227856408850432,ahenotri,false,,false,discusses,false,false,false
630,mfenner,01/05/12,126860088936902656,pristinepeak,false,Life Sciences,false,discusses,true,false,false
631,mfenner,01/03/12,124618353766694912,croakeyblog,false,,false,discusses,false,false,true
632,mfenner,01/03/12,127122472939167744,CO_Anesthesiol,false,,true,discusses,false,false,false
633,sokolokot,01/03/12,125576750817214464,MicrobiologyNet,false,,false,discusses,false,false,false
634,sokolokot,01/03/12,123327805781049344,plants_pcu_uct,false,,false,discusses,false,false,false
635,sokolokot,01/03/12,128824263124856832,K_Sugimoto_Lab,false,,false,discusses,false,false,false
636,sokolokot,01/03/12,127392196075859969,MartinFelixR,false,,false,discusses,false,false,false
637,sokolokot,01/03/12,130760381336530945,dorianyoung78,false,,false,discusses,false,false,false
638,sokolokot,01/03/12,127198466089816064,cbjones1943,false,,false,discusses,false,false,false
639,sokolokot,01/03/12,128117249151221760,Parasite_Host,false,,false,discusses,false,false,false
640,sokolokot,01/03/12,128884629934571521,ArmaVirumque,false,,false,discusses,false,false,false
641,sokolokot,01/03/12,120984963632992256,jcammm,false,,false,discusses,false,false,false
642,sokolokot,01/03/12,125552119343349760,Ecoagri_India,false,,false,discusses,false,false,true
643,sokolokot,01/03/12,124161116657041408,cathyndavidson,false,,false,discusses,false,false,true
644,sokolokot,01/03/12,120249370024230912,mmykim,false,,false,agreesWith,false,false,true
645,sokolokot,01/03/12,123398414644944896,ozgunemrecan,false,,false,discusses,false,false,false
646,sokolokot,01/03/12,129823048055533568,rickabbgotit,false,,false,discusses,false,false,false
647,sokolokot,01/03/12,126323646754062336,GreeneScientist,false,,false,discusses,true,false,false
648,sokolokot,01/03/12,125127291666833410,proofreadinguk,false,,false,discusses,false,false,false
649,sokolokot,01/03/12,126689210534076418,Mike_Az44,false,,false,discusses,false,false,false
650,sokolokot,01/03/12,125919997469011969,sciencemagazine,false,,false,discusses,false,false,true
651,sokolokot,01/03/12,124158413277114368,brembs,false,,false,discusses,false,false,false
652,sokolokot,01/03/12,122841471865991170,CardiologiaF,false,,false,discusses,false,false,false
653,sokolokot,01/03/12,127682645583863808,esmilodonte,false,,false,discusses,false,false,false
654,sokolokot,01/03/12,130157170925899776,renelaennec,false,,false,agreesWith,false,false,true
655,sokolokot,01/03/12,130740017218854912,Chris_Evelo,false,,false,discusses,false,false,false
656,evolcoop,01/03/12,127408763056553984,politixgirl,false,,false,discusses,false,false,true
657,dullhunk,01/04/12,124839266214887424,rons_rov_links,false,,false,discusses,false,false,false
658,dullhunk,01/04/12,127710383954862080,Senology,false,,false,discusses,false,false,false
659,dullhunk,01/04/12,130688098848882688,DN_P,false,,false,discusses,false,false,false
660,dullhunk,01/04/12,124798836815310848,esratubamutlu,false,,false,discusses,false,false,false
661,dullhunk,01/04/12,124796611044978688,why_we_do_that,false,,false,discusses,false,false,false
662,dullhunk,01/04/12,128487531892318208,zuluagajorge,false,,false,discusses,false,false,false
663,dullhunk,01/04/12,122334928095559680,LasVegasSkin,false,,false,discusses,false,false,false
664,dullhunk,01/04/12,123034950248312832,usmolecular,false,,false,discusses,false,false,false
665,dullhunk,01/04/12,127370386802352130,sraosha,false,,false,discusses,false,false,false
666,dullhunk,01/04/12,127814480355790848,talulinha,false,,false,discusses,false,false,false
667,dullhunk,01/04/12,127125816525066241,glassmanamanda,false,,false,discusses,false,false,false
668,dullhunk,01/04/12,128083840106369024,EsdeGroot,false,,false,discusses,false,false,true
669,dullhunk,01/04/12,127127040225837056,HIV_Insight,false,,false,discusses,false,false,false
670,dullhunk,01/04/12,125576750817214464,MicrobiologyNet,false,,false,discusses,false,false,false
671,dullhunk,01/04/12,127100818632609792,CharlieBio,false,,false,discusses,false,false,true
672,dullhunk,01/04/12,123327805781049344,plants_pcu_uct,false,,false,discusses,false,false,false
673,dullhunk,01/04/12,129628778157719552,topbiopapers,false,,false,discusses,false,false,false
674,dullhunk,01/04/12,129554936714366976,isaiahhankel,false,,false,discusses,false,false,true
675,dullhunk,01/04/12,121526759589023745,anxietynews,false,,false,discusses,false,false,false
676,dullhunk,01/04/12,130016752653451264,davewalshphoto,false,,true,discusses,false,false,false
677,dullhunk,01/04/12,124082377143230464,alexandrend,false,,false,discusses,false,false,false
678,dullhunk,01/04/12,120339595798921216,usmleschool,false,,false,discusses,false,false,false
679,mgorodnitzky,01/04/12,127480051057958912,LungCancer_OW,false,,false,discusses,false,false,false
680,brembs,01/04/12,130688098848882688,DN_P,false,,false,discusses,false,false,false
681,brembs,01/04/12,128946445935050752,LaraPizzorno,false,,false,discusses,false,false,false
682,brembs,01/04/12,122334928095559680,LasVegasSkin,false,,false,discusses,false,false,false
683,brembs,01/04/12,127659682079834112,top_tw_science,false,,false,discusses,false,false,false
684,brembs,01/04/12,128487531892318208,zuluagajorge,false,,false,discusses,false,false,false
685,brembs,01/04/12,129921385035350016,smalljournal,false,,true,discusses,false,false,false
686,brembs,01/04/12,121242030138597377,thejns,false,,true,discusses,false,false,false
687,brembs,01/04/12,124488164407648256,carinap,false,,false,agreesWith,false,false,false
688,brembs,01/04/12,129895050447552512,smangubhai,false,,false,agreesWith,false,false,false
